unique_id,yearmonth,region,district,site_code,product_type,product_code,stock_distributed,id,zero_per,site_type,year,month,lag_1,lag_2,lag_3,lag_4,lag_rolling_mean_1234,rolling_max_4,rolling_zero_per_4
2016 DecC1086AS27137,2016-12-01,3,6,24,1,1,0,C1086AS27137,0.3125,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1411AS27133,2016-12-01,10,37,80,3,3,3,C1411AS27133,0.270833333333333,1,2016,12,25.0,0.0,0.0,0.0,6.25,25.0,0.5
2016 DecC3012AS27137,2016-12-01,4,31,56,1,1,0,C3012AS27137,0.770833333333333,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1034AS27133,2016-12-01,1,1,145,3,3,0,C1034AS27133,0.708333333333333,1,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC3012AS27133,2016-12-01,4,31,56,3,3,50,C3012AS27133,0.1875,2,2016,12,50.0,3.0,4.0,0.0,14.25,50.0,0.0
2016 DecC1011AS27000,2016-12-01,3,3,20,2,2,0,C1011AS27000,0.270833333333333,1,2016,12,0.0,0.0,10.0,0.0,2.5,10.0,0.75
2016 DecC4023AS27000,2016-12-01,16,62,114,2,2,0,C4023AS27000,0.291666666666667,1,2016,12,10.0,20.0,20.0,0.0,12.5,20.0,0.25
2016 DecC5016AS27133,2016-12-01,8,30,54,3,3,0,C5016AS27133,0.270833333333333,2,2016,12,25.0,0.0,0.0,0.0,6.25,25.0,0.75
2016 DecC3023AS27138,2016-12-01,4,35,67,1,5,0,C3023AS27138,0.645833333333333,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC2002AS27138,2016-12-01,5,19,32,1,5,0,C2002AS27138,0.458333333333333,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1070AS27134,2016-12-01,1,34,68,3,6,9,C1070AS27134,0.125,1,2016,12,11.0,10.0,5.0,2.0,7.0,11.0,0.0
2016 DecC1092AS46000,2016-12-01,1,24,43,4,7,3,C1092AS46000,0.270833333333333,2,2016,12,4.0,87.0,3.0,6.0,25.0,87.0,0.0
2016 DecC2004AS27000,2016-12-01,2,12,19,2,2,0,C2004AS27000,0.291666666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1413AS27000,2016-12-01,1,1,47,2,2,34,C1413AS27000,0.25,1,2016,12,10.0,54.0,0.0,0.0,16.0,54.0,0.25
2016 DecC4038AS27134,2016-12-01,11,71,130,3,6,69,C4038AS27134,0.354166666666667,2,2016,12,21.0,60.0,50.0,17.0,37.0,69.0,0.0
2016 DecC2127AS27134,2016-12-01,4,32,58,3,6,0,C2127AS27134,0.520833333333333,2,2016,12,100.0,100.0,0.0,100.0,75.0,100.0,0.5
2016 DecC4026AS27133,2016-12-01,15,48,93,3,3,25,C4026AS27133,0.416666666666667,2,2016,12,0.0,25.0,25.0,0.0,12.5,25.0,0.25
2016 DecC2064AS27132,2016-12-01,10,37,75,2,4,21,C2064AS27132,0.520833333333333,2,2016,12,60.0,0.0,0.0,9.0,17.25,60.0,0.5
2016 DecC4019AS27000,2016-12-01,2,4,5,2,2,69,C4019AS27000,0.416666666666667,2,2016,12,30.0,0.0,0.0,0.0,7.5,69.0,0.5
2016 DecC3013AS27137,2016-12-01,19,72,131,1,1,3,C3013AS27137,0.0833333333333333,2,2016,12,14.0,17.0,15.0,19.0,16.25,17.0,0.0
2016 DecC1066AS27134,2016-12-01,3,3,6,3,6,50,C1066AS27134,0.1875,1,2016,12,50.0,0.0,78.0,22.0,37.5,78.0,0.25
2016 DecC2041AS27132,2016-12-01,20,80,149,2,4,1,C2041AS27132,0.291666666666667,2,2016,12,0.0,1.0,2.0,1.0,1.0,2.0,0.25
2016 DecC5002AS27138,2016-12-01,13,51,97,1,5,20,C5002AS27138,0.375,2,2016,12,20.0,10.0,0.0,0.0,7.5,20.0,0.25
2016 DecC2010AS46000,2016-12-01,14,49,94,4,7,0,C2010AS46000,0.791666666666667,3,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1411AS27138,2016-12-01,10,37,80,1,5,0,C1411AS27138,0.708333333333333,1,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1056AS27132,2016-12-01,3,6,33,2,4,3,C1056AS27132,0.520833333333333,1,2016,12,0.0,4.0,4.0,0.0,2.0,4.0,0.25
2016 DecC1095AS27138,2016-12-01,10,40,78,1,5,4,C1095AS27138,0.479166666666667,2,2016,12,11.0,0.0,0.0,0.0,2.75,11.0,0.5
2016 DecC1055AS27000,2016-12-01,3,6,37,2,2,18,C1055AS27000,0.354166666666667,1,2016,12,13.0,6.0,0.0,0.0,4.75,18.0,0.25
2016 DecC2057AS27132,2016-12-01,9,39,81,2,4,0,C2057AS27132,0.5,2,2016,12,5.0,0.0,3.0,5.0,3.25,5.0,0.5
2016 DecC3019AS27133,2016-12-01,19,74,134,3,3,50,C3019AS27133,0.270833333333333,2,2016,12,0.0,25.0,50.0,0.0,18.75,50.0,0.25
2016 DecC2168AS27000,2016-12-01,15,48,101,2,2,0,C2168AS27000,0.75,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC4023AS27133,2016-12-01,16,62,114,3,3,50,C4023AS27133,0.375,1,2016,12,0.0,50.0,0.0,0.0,12.5,50.0,0.5
2016 DecC1035AS27132,2016-12-01,3,17,115,2,4,3,C1035AS27132,0.541666666666667,1,2016,12,3.0,6.0,4.0,2.0,3.75,6.0,0.0
2016 DecC1011AS27132,2016-12-01,3,3,20,2,4,3,C1011AS27132,0.458333333333333,1,2016,12,10.0,0.0,0.0,0.0,2.5,10.0,0.5
2016 DecC2005AS27137,2016-12-01,6,16,27,1,1,0,C2005AS27137,0.354166666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1035AS27000,2016-12-01,3,17,115,2,2,0,C1035AS27000,0.520833333333333,1,2016,12,0.0,6.0,25.0,10.0,10.25,25.0,0.5
2016 DecC2070AS27000,2016-12-01,17,67,121,2,2,3,C2070AS27000,0.3125,2,2016,12,6.0,1.0,0.0,7.0,3.5,6.0,0.25
2016 DecC4061AS27138,2016-12-01,11,71,135,1,5,0,C4061AS27138,0.5,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC3011AS27138,2016-12-01,19,73,132,1,5,10,C3011AS27138,0.458333333333333,2,2016,12,10.0,10.0,5.0,0.0,6.25,10.0,0.0
2016 DecC1011AS27133,2016-12-01,3,3,20,3,3,0,C1011AS27133,0.395833333333333,1,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1008AS27134,2016-12-01,7,25,44,3,6,40,C1008AS27134,0.354166666666667,2,2016,12,20.0,0.0,26.0,12.0,14.5,40.0,0.25
2016 DecC1106AS27000,2016-12-01,1,1,55,2,2,0,C1106AS27000,0.6875,3,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1066AS27132,2016-12-01,3,3,6,2,4,0,C1066AS27132,0.708333333333333,1,2016,12,0.0,0.0,0.0,5.0,1.25,0.0,1.0
2016 DecC2059AS27134,2016-12-01,6,15,25,3,6,52,C2059AS27134,0.729166666666667,2,2016,12,21.0,0.0,0.0,0.0,5.25,52.0,0.5
2016 DecC3019AS27000,2016-12-01,19,74,134,2,2,0,C3019AS27000,0.229166666666667,2,2016,12,0.0,5.0,5.0,0.0,2.5,5.0,0.5
2016 DecC1411AS27134,2016-12-01,10,37,80,3,6,1,C1411AS27134,0.645833333333333,1,2016,12,0.0,0.0,0.0,0.0,0.0,1.0,0.75
2016 DecC5063AS27000,2016-12-01,18,68,123,2,2,2,C5063AS27000,0.3125,2,2016,12,3.0,6.0,4.0,0.0,3.25,6.0,0.0
2016 DecC2057AS27134,2016-12-01,9,39,81,3,6,20,C2057AS27134,0.145833333333333,2,2016,12,15.0,30.0,38.0,25.0,27.0,38.0,0.0
2016 DecC2065AS27137,2016-12-01,11,41,82,1,1,0,C2065AS27137,0.770833333333333,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC3020AS27132,2016-12-01,4,33,65,2,4,7,C3020AS27132,0.145833333333333,2,2016,12,15.0,15.0,432.0,15.0,119.25,432.0,0.0
2016 DecC5021AS27000,2016-12-01,13,50,96,2,2,2,C5021AS27000,0.166666666666667,2,2016,12,2.0,1.0,3.0,3.0,2.25,3.0,0.0
2016 DecC4026AS27000,2016-12-01,15,48,93,2,2,34,C4026AS27000,0.458333333333333,2,2016,12,0.0,40.0,20.0,36.0,24.0,40.0,0.25
2016 DecC2006AS27137,2016-12-01,12,42,87,1,1,0,C2006AS27137,0.4375,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC4022AS27133,2016-12-01,2,11,18,3,3,0,C4022AS27133,0.395833333333333,2,2016,12,50.0,25.0,0.0,0.0,18.75,50.0,0.5
2016 DecC1055AS27133,2016-12-01,3,6,37,3,3,0,C1055AS27133,0.583333333333333,1,2016,12,32.0,18.0,25.0,0.0,18.75,32.0,0.25
2016 DecC1112AS27000,2016-12-01,11,41,83,2,2,20,C1112AS27000,0.3125,2,2016,12,0.0,10.0,30.0,0.0,10.0,30.0,0.25
2016 DecC1004AS27000,2016-12-01,11,78,142,2,2,0,C1004AS27000,0.416666666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1073AS27137,2016-12-01,1,34,66,1,1,14,C1073AS27137,0.125,1,2016,12,0.0,0.0,5.0,18.0,5.75,14.0,0.5
2016 DecC4019AS27137,2016-12-01,2,4,5,1,1,0,C4019AS27137,0.604166666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC2009AS27137,2016-12-01,9,56,104,1,1,0,C2009AS27137,0.791666666666667,2,2016,12,0.0,1.0,0.0,1.0,0.5,1.0,0.75
2016 DecC4061AS27133,2016-12-01,11,71,135,3,3,11,C4061AS27133,0.354166666666667,2,2016,12,0.0,18.0,9.0,0.0,6.75,18.0,0.25
2016 DecC2070AS46000,2016-12-01,17,67,121,4,7,144,C2070AS46000,0.4375,2,2016,12,44.0,0.0,3.0,0.0,11.75,144.0,0.25
2016 DecC2010AS27000,2016-12-01,14,49,94,2,2,0,C2010AS27000,0.458333333333333,3,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1035AS46000,2016-12-01,3,17,115,4,7,0,C1035AS46000,0.354166666666667,1,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1024AS46000,2016-12-01,3,17,124,4,7,0,C1024AS46000,0.645833333333333,1,2016,12,0.0,21.0,9.0,0.0,7.5,21.0,0.5
2016 DecC2057AS27000,2016-12-01,9,39,81,2,2,25,C2057AS27000,0.0208333333333333,2,2016,12,26.0,27.0,10.0,17.0,20.0,27.0,0.0
2016 DecC3023AS27137,2016-12-01,4,35,67,1,1,0,C3023AS27137,0.583333333333333,2,2016,12,0.0,0.0,1.0,2.0,0.75,1.0,0.75
2016 DecC3019AS27134,2016-12-01,19,74,134,3,6,0,C3019AS27134,0.333333333333333,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC4026AS27134,2016-12-01,15,48,93,3,6,0,C4026AS27134,0.604166666666667,2,2016,12,0.0,0.0,100.0,0.0,25.0,100.0,0.75
2016 DecC1092AS27134,2016-12-01,1,24,43,3,6,50,C1092AS27134,0.270833333333333,2,2016,12,30.0,40.0,22.0,20.0,28.0,50.0,0.0
2016 DecC2059AS27000,2016-12-01,6,15,25,2,2,7,C2059AS27000,0.3125,2,2016,12,23.0,10.0,10.0,0.0,10.75,23.0,0.0
2016 DecC1055AS27134,2016-12-01,3,6,37,3,6,0,C1055AS27134,0.5625,1,2016,12,6.0,5.0,9.0,0.0,5.0,9.0,0.25
2016 DecC4061AS27137,2016-12-01,11,71,135,1,1,0,C4061AS27137,0.375,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1066AS27000,2016-12-01,3,3,6,2,2,50,C1066AS27000,0.229166666666667,1,2016,12,20.0,0.0,84.0,16.0,30.0,84.0,0.25
2016 DecC3011AS27133,2016-12-01,19,73,132,3,3,40,C3011AS27133,0.458333333333333,2,2016,12,0.0,0.0,35.0,0.0,8.75,40.0,0.5
2016 DecC1413AS27132,2016-12-01,1,1,47,2,4,0,C1413AS27132,0.416666666666667,1,2016,12,0.0,4.0,0.0,7.0,2.75,4.0,0.75
2016 DecC1011AS27134,2016-12-01,3,3,20,3,6,0,C1011AS27134,0.395833333333333,1,2016,12,10.0,0.0,0.0,10.0,5.0,10.0,0.75
2016 DecC5016AS27134,2016-12-01,8,30,54,3,6,18,C5016AS27134,0.4375,2,2016,12,10.0,90.0,9.0,0.0,27.25,90.0,0.0
2016 DecC1004AS27132,2016-12-01,11,78,142,2,4,0,C1004AS27132,0.6875,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC2047AS27134,2016-12-01,14,46,91,3,6,6,C2047AS27134,0.4375,2,2016,12,2.0,8.0,2.0,65.0,19.25,8.0,0.0
2016 DecC4019AS27138,2016-12-01,2,4,5,1,5,0,C4019AS27138,0.5625,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC2011AS27138,2016-12-01,5,19,36,1,5,30,C2011AS27138,0.5,1,2016,12,9.0,0.0,11.0,0.0,5.0,30.0,0.25
2016 DecC1015AS27000,2016-12-01,3,17,28,2,2,20,C1015AS27000,0.125,1,2016,12,18.0,22.0,26.0,21.0,21.75,26.0,0.0
2016 DecC1095AS27137,2016-12-01,10,40,78,1,1,0,C1095AS27137,0.25,2,2016,12,0.0,0.0,0.0,8.0,2.0,0.0,1.0
2016 DecC4022AS27138,2016-12-01,2,11,18,1,5,0,C4022AS27138,0.625,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1070AS27132,2016-12-01,1,34,68,2,4,5,C1070AS27132,0.354166666666667,1,2016,12,0.0,27.0,18.0,18.0,15.75,27.0,0.25
2016 DecC1094AS27137,2016-12-01,3,17,122,1,1,0,C1094AS27137,0.729166666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1086AS27138,2016-12-01,3,6,24,1,5,16,C1086AS27138,0.3125,2,2016,12,9.0,21.0,9.0,8.0,11.75,21.0,0.0
2016 DecC1054AS27138,2016-12-01,1,1,53,1,5,23,C1054AS27138,0.270833333333333,1,2016,12,27.0,10.0,20.0,0.0,14.25,27.0,0.0
2016 DecC4014AS27137,2016-12-01,16,63,116,1,1,0,C4014AS27137,0.604166666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC4015AS27138,2016-12-01,11,71,133,1,5,0,C4015AS27138,0.625,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1092AS27133,2016-12-01,1,24,43,3,3,1,C1092AS27133,0.25,2,2016,12,3.0,1.0,0.0,0.0,1.0,3.0,0.25
2016 DecC1090AS27134,2016-12-01,7,22,41,3,6,138,C1090AS27134,0.0833333333333333,2,2016,12,137.0,123.0,165.0,217.0,160.5,165.0,0.0
2016 DecC1066AS27133,2016-12-01,3,3,6,3,3,50,C1066AS27133,0.375,1,2016,12,100.0,0.0,5.0,0.0,26.25,100.0,0.25
2016 DecC1056AS27133,2016-12-01,3,6,33,3,3,5,C1056AS27133,0.3125,1,2016,12,7.0,29.0,2.0,6.0,11.0,29.0,0.0
2016 DecC1090AS27132,2016-12-01,7,22,41,2,4,4,C1090AS27132,0.0833333333333333,2,2016,12,3.0,14.0,11.0,19.0,11.75,14.0,0.0
2016 DecC2010AS27133,2016-12-01,14,49,94,3,3,0,C2010AS27133,0.458333333333333,3,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1026AS27132,2016-12-01,3,3,8,2,4,9,C1026AS27132,0.166666666666667,1,2016,12,6.0,6.0,29.0,4.0,11.25,29.0,0.0
2016 DecC2004AS27138,2016-12-01,2,12,19,1,5,0,C2004AS27138,0.4375,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC4015AS27134,2016-12-01,11,71,133,3,6,1,C4015AS27134,0.4375,2,2016,12,0.0,0.0,1.0,200.0,50.25,1.0,0.5
2016 DecC4001AS27134,2016-12-01,16,62,112,3,6,21,C4001AS27134,0.104166666666667,2,2016,12,13.0,26.0,26.0,35.0,25.0,26.0,0.0
2016 DecC1112AS27132,2016-12-01,11,41,83,2,4,0,C1112AS27132,0.770833333333333,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1069AS27138,2016-12-01,3,17,113,1,5,1,C1069AS27138,0.604166666666667,1,2016,12,0.0,0.0,0.0,0.0,0.0,1.0,0.75
2016 DecC1069AS27134,2016-12-01,3,17,113,3,6,13,C1069AS27134,0.229166666666667,1,2016,12,7.0,9.0,5.0,8.0,7.25,13.0,0.0
2016 DecC5004AS27132,2016-12-01,18,69,125,2,4,0,C5004AS27132,0.729166666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1017AS27137,2016-12-01,1,34,69,1,1,0,C1017AS27137,0.791666666666667,1,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC4038AS27137,2016-12-01,11,71,130,1,1,0,C4038AS27137,0.729166666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC3013AS27134,2016-12-01,19,72,131,3,6,14,C3013AS27134,0.0416666666666667,2,2016,12,23.0,14.0,5.0,14.0,14.0,23.0,0.0
2016 DecC4001AS27138,2016-12-01,16,62,112,1,5,0,C4001AS27138,0.666666666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1026AS27133,2016-12-01,3,3,8,3,3,34,C1026AS27133,0.145833333333333,1,2016,12,5.0,47.0,28.0,0.0,20.0,47.0,0.0
2016 DecC1056AS27137,2016-12-01,3,6,33,1,1,0,C1056AS27137,0.708333333333333,1,2016,12,0.0,0.0,1.0,1.0,0.5,1.0,0.75
2016 DecC2002AS27134,2016-12-01,5,19,32,3,6,0,C2002AS27134,0.75,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC2069AS27134,2016-12-01,9,39,79,3,6,60,C2069AS27134,0.166666666666667,2,2016,12,45.0,70.0,0.0,0.0,28.75,70.0,0.25
2016 DecC1095AS27132,2016-12-01,10,40,78,2,4,1,C1095AS27132,0.625,2,2016,12,6.0,0.0,0.0,6.0,3.0,6.0,0.5
2016 DecC1007AS27132,2016-12-01,1,10,59,2,4,0,C1007AS27132,0.5,3,2016,12,40.0,15.0,10.0,0.0,16.25,40.0,0.25
2016 DecC2069AS27138,2016-12-01,9,39,79,1,5,2,C2069AS27138,0.416666666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,2.0,0.75
2016 DecC4024AS27133,2016-12-01,2,4,7,3,3,0,C4024AS27133,0.583333333333333,1,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1413AS27138,2016-12-01,1,1,47,1,5,0,C1413AS27138,0.604166666666667,1,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC3012AS27138,2016-12-01,4,31,56,1,5,9,C3012AS27138,0.375,2,2016,12,9.0,6.0,4.0,0.0,4.75,9.0,0.0
2016 DecC1092AS27000,2016-12-01,1,24,43,2,2,0,C1092AS27000,0.270833333333333,2,2016,12,60.0,0.0,12.0,48.0,30.0,60.0,0.5
2016 DecC3013AS27132,2016-12-01,19,72,131,2,4,0,C3013AS27132,0.708333333333333,2,2016,12,0.0,0.0,0.0,2.0,0.5,0.0,1.0
2016 DecC3023AS46000,2016-12-01,4,35,67,4,7,252,C3023AS46000,0.666666666666667,2,2016,12,288.0,0.0,0.0,0.0,72.0,288.0,0.5
2016 DecC1024AS27134,2016-12-01,3,17,124,3,6,0,C1024AS27134,0.520833333333333,1,2016,12,49.0,99.0,38.0,0.0,46.5,99.0,0.25
2016 DecC3013AS27000,2016-12-01,19,72,131,2,2,7,C3013AS27000,0.0416666666666667,2,2016,12,7.0,6.0,2.0,1.0,4.0,7.0,0.0
2016 DecC4001AS27133,2016-12-01,16,62,112,3,3,36,C4001AS27133,0.4375,2,2016,12,36.0,24.0,29.0,11.0,25.0,36.0,0.0
2016 DecC1069AS27133,2016-12-01,3,17,113,3,3,25,C1069AS27133,0.291666666666667,1,2016,12,20.0,28.0,2.0,0.0,12.5,28.0,0.0
2016 DecC1026AS27000,2016-12-01,3,3,8,2,2,36,C1026AS27000,0.0833333333333333,1,2016,12,12.0,39.0,44.0,44.0,34.75,44.0,0.0
2016 DecC4015AS27000,2016-12-01,11,71,133,2,2,15,C4015AS27000,0.416666666666667,2,2016,12,18.0,0.0,15.0,10.0,10.75,18.0,0.25
2016 DecC1413AS27133,2016-12-01,1,1,47,3,3,12,C1413AS27133,0.354166666666667,1,2016,12,27.0,37.0,0.0,0.0,16.0,37.0,0.25
2016 DecC4021AS27000,2016-12-01,15,48,95,2,2,0,C4021AS27000,0.729166666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC2004AS27137,2016-12-01,2,12,19,1,1,0,C2004AS27137,0.354166666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1095AS27000,2016-12-01,10,40,78,2,2,6,C1095AS27000,0.520833333333333,2,2016,12,15.0,0.0,2.0,2.0,4.75,15.0,0.25
2016 DecC1054AS27133,2016-12-01,1,1,53,3,3,4,C1054AS27133,0.375,1,2016,12,29.0,28.0,50.0,0.0,26.75,50.0,0.0
2016 DecC1090AS27000,2016-12-01,7,22,41,2,2,37,C1090AS27000,0.0208333333333333,2,2016,12,61.0,40.0,54.0,63.0,54.5,61.0,0.0
2016 DecC5063AS27132,2016-12-01,18,68,123,2,4,3,C5063AS27132,0.479166666666667,2,2016,12,7.0,0.0,1.0,2.0,2.5,7.0,0.25
2016 DecC1092AS27132,2016-12-01,1,24,43,2,4,9,C1092AS27132,0.75,2,2016,12,0.0,0.0,15.0,0.0,3.75,15.0,0.5
2016 DecC3023AS27000,2016-12-01,4,35,67,2,2,100,C3023AS27000,0.520833333333333,2,2016,12,70.0,0.0,0.0,0.0,17.5,100.0,0.5
2016 DecC2002AS27000,2016-12-01,5,19,32,2,2,0,C2002AS27000,0.270833333333333,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1095AS27134,2016-12-01,10,40,78,3,6,2,C1095AS27134,0.5,2,2016,12,1.0,0.0,1.0,2.0,1.0,2.0,0.25
2016 DecC4015AS27132,2016-12-01,11,71,133,2,4,0,C4015AS27132,0.791666666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC2002AS27132,2016-12-01,5,19,32,2,4,0,C2002AS27132,0.5625,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC3013AS46000,2016-12-01,19,72,131,4,7,144,C3013AS46000,0.770833333333333,2,2016,12,0.0,0.0,0.0,0.0,0.0,144.0,0.75
2016 DecC1026AS27134,2016-12-01,3,3,8,3,6,4,C1026AS27134,0.208333333333333,1,2016,12,0.0,49.0,7.0,0.0,14.0,49.0,0.25
2016 DecC4024AS27000,2016-12-01,2,4,7,2,2,0,C4024AS27000,0.395833333333333,1,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC2006AS27138,2016-12-01,12,42,87,1,5,4,C2006AS27138,0.583333333333333,2,2016,12,0.0,6.0,0.0,0.0,1.5,6.0,0.5
2016 DecC2010AS27138,2016-12-01,14,49,94,1,5,0,C2010AS27138,0.5,3,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC2069AS27133,2016-12-01,9,39,79,3,3,36,C2069AS27133,0.3125,2,2016,12,97.0,65.0,25.0,0.0,46.75,97.0,0.0
2016 DecC3017AS27132,2016-12-01,20,79,147,2,4,0,C3017AS27132,0.375,2,2016,12,12.0,6.0,6.0,6.0,7.5,12.0,0.25
2016 DecC3023AS27134,2016-12-01,4,35,67,3,6,0,C3023AS27134,0.6875,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC3019AS27137,2016-12-01,19,74,134,1,1,0,C3019AS27137,0.291666666666667,2,2016,12,0.0,18.0,0.0,2.0,5.0,18.0,0.75
2016 DecC1055AS27132,2016-12-01,3,6,37,2,4,3,C1055AS27132,0.583333333333333,1,2016,12,2.0,1.0,5.0,0.0,2.0,5.0,0.0
2016 DecC5016AS27137,2016-12-01,8,30,54,1,1,0,C5016AS27137,0.208333333333333,2,2016,12,0.0,40.0,3.0,0.0,10.75,40.0,0.5
2016 DecC1034AS27000,2016-12-01,1,1,145,2,2,0,C1034AS27000,0.5625,1,2016,12,0.0,45.0,43.0,35.0,30.75,45.0,0.5
2016 DecC2010AS27137,2016-12-01,14,49,94,1,1,0,C2010AS27137,0.458333333333333,3,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1008AS27138,2016-12-01,7,25,44,1,5,35,C1008AS27138,0.375,2,2016,12,30.0,10.0,0.0,0.0,10.0,35.0,0.25
2016 DecC3019AS27138,2016-12-01,19,74,134,1,5,0,C3019AS27138,0.270833333333333,2,2016,12,0.0,23.0,10.0,0.0,8.25,23.0,0.5
2016 DecC1007AS27133,2016-12-01,1,10,59,3,3,0,C1007AS27133,0.479166666666667,3,2016,12,10.0,2.0,2.0,0.0,3.5,10.0,0.25
2016 DecC4038AS27133,2016-12-01,11,71,130,3,3,11,C4038AS27133,0.229166666666667,2,2016,12,10.0,14.0,20.0,0.0,11.0,20.0,0.0
2016 DecC2041AS27137,2016-12-01,20,80,149,1,1,0,C2041AS27137,0.229166666666667,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1056AS27000,2016-12-01,3,6,33,2,2,0,C1056AS27000,0.25,1,2016,12,3.0,2.0,3.0,3.0,2.75,3.0,0.25
2016 DecC1054AS27132,2016-12-01,1,1,53,2,4,17,C1054AS27132,0.458333333333333,1,2016,12,156.0,18.0,0.0,41.0,53.75,156.0,0.25
2016 DecC2069AS27137,2016-12-01,9,39,79,1,1,0,C2069AS27137,0.166666666666667,2,2016,12,0.0,6.0,4.0,0.0,2.5,6.0,0.5
2016 DecC3013AS27138,2016-12-01,19,72,131,1,5,11,C3013AS27138,0.270833333333333,2,2016,12,18.0,2.0,0.0,0.0,5.0,18.0,0.25
2016 DecC2069AS27000,2016-12-01,9,39,79,2,2,130,C2069AS27000,0.0416666666666667,2,2016,12,130.0,204.0,0.0,120.0,113.5,204.0,0.25
2016 DecC3023AS27133,2016-12-01,4,35,67,3,3,0,C3023AS27133,0.6875,2,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016 DecC1026AS27137,2016-12-01,3,3,8,1,1,0,C1026AS27137,0.375,1,2016,12,0.0,0.0,0.0,4.0,1.0,0.0,1.0
2016 DecC1051AS27134,2016-12-01,1,1,146,3,6,3,C1051AS27134,0.416666666666667,1,2016,12,0.0,21.0,10.0,1.0,8.0,21.0,0.25
2016 DecC2127AS27133,2016-12-01,4,32,58,3,3,100,C2127AS27133,0.583333333333333,2,2016,12,100.0,100.0,0.0,0.0,50.0,100.0,0.25
2016 DecC2011AS42018,2016-12-01,5,19,36,5,8,0,C2011AS42018,0.791666666666667,1,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
